name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID
"Topiary Panther",6,"Creature - Plant Cat",G,"mkm","179",common,g,Owned,,false,,,"rg-landfall","",121834
"Ulvenwald Hydra",6,"Creature - Hydra",G,"soi","235",mythic,g,Owned,,false,,,"rg-landfall","",59852
"Annoyed Altisaur",7,"Creature - Dinosaur",G,"cmr","216",common,g,Owned,,false,,,"xgeneric","",85214
"Avenger of Zendikar",7,"Creature - Elemental",G,"wwk","96",mythic,g,Owned,,false,,,"rg-landfall","",35715
"Beanstalk Giant",7,"Creature - Giant",G,"eld","149",uncommon,g,Owned,,false,,,"rg-landfall","",78428
"Ghalta, Stampede Tyrant",8,"Legendary Creature - Elder Dinosaur",G,"lci","185",mythic,g,Owned,,false,,,"xgeneric","",118194
"Stonehoof Chieftain",8,"Creature - Centaur Warrior",G,"c16","25",rare,g,Owned,,false,,,"rg-landfall","",
"Vivien on the Hunt",6,"Legendary Planeswalker - Vivien",G,"snc","162",mythic,g,Owned,,false,,,"bg-aristocrats","",98543
"Crop Rotation",1,"Instant",G,"ulg","98",common,g,Not Owned,,false,,,"rg-landfall","",12547
"Trash the Town",1,"Instant",G,"otj","186",uncommon,g,Owned,,false,,,"gu-draw","",124283
"Inscription of Abundance",2,"Instant",G,"znr","186",rare,g,Owned,,false,,,"xgeneric","",83357
"Naturalize",2,"Instant",G,"ons","275",common,g,Owned,,false,,,"xgeneric","",18143
"Titanic Growth",2,"Instant",G,"m12","198",common,g,Owned,,false,,,"xgeneric","",41491
"Beast Within",3,"Instant",G,"nph","103",uncommon,g,Owned,,false,,,"xgeneric","",39884
"Roiling Regrowth",3,"Instant",G,"znr","201",uncommon,g,Owned,,false,,,"rg-landfall","",83391
"Signature Slam",3,"Instant",G,"mh3","168",uncommon,g,Owned,,false,,,"gw-1/1counters","",126353
"Return of the Wildspeaker",5,"Instant",G,"eld","172",rare,g,Owned,,false,,,"xgeneric","",78484
"Eldritch Evolution",3,"Sorcery",G,"emn","155",rare,g,Owned,,false,,,"bg-aristocrats","",61460
"Scale the Heights",3,"Sorcery",G,"znr","202",common,g,Owned,,false,,,"xgeneric","",83393
"Harmonize",4,"Sorcery",G,"plc","149",uncommon,g,Owned,,false,,,"xgeneric","",26249
"Enlarge",5,"Sorcery",G,"m14","170",uncommon,g,Owned,,false,,,"xgeneric","",49483
"Ozolith, the Shattered Spire",2,"Legendary Artifact",G,"mom","198",rare,g,Owned,,false,,,"gw-1/1counters","",110280
"Keen Sense",1,"Enchantment - Aura",G,"plc","152",uncommon,g,Owned,,false,,,"gu-draw","",26297
"Hydra's Growth",3,"Enchantment - Aura",G,"thb","172",uncommon,g,Owned,,false,,,"gw-1/1counters","",79468
"Jugan Defends the Temple",3,"Enchantment - Saga",G,"neo","194",mythic,g,Owned,,false,,,"gw-1/1counters","",97328
"Glorious Sunrise",5,"Enchantment",G,"vow","200",rare,g,Owned,,false,,,"xgeneric","",94754
"Myr Scrapling",1,"Artifact Creature - Myr",,"mh2","230",common,c,Owned,,false,,,"xgeneric","",90841
"Millikin",2,"Artifact Creature - Construct",,"ody","302",uncommon,c,Owned,,false,,,"ub-selfmill","",16483
"Ornithopter of Paradise",2,"Artifact Creature - Thopter",,"mh2","232",common,c,Owned,,false,,,"xgeneric","",90845
"Burnished Hart",3,"Artifact Creature - Elk",,"ths","213",uncommon,c,Owned,,false,,,"xgeneric","",50248
"Circuit Mender",3,"Artifact Creature - Insect",,"neo","242",uncommon,c,Owned,,false,,,"xgeneric","",97434
"Foundry Inspector",3,"Artifact Creature - Construct",,"kld","215",uncommon,c,Owned,,false,,,"wu-artifacts","",62095
"Tormod's Cryptkeeper",3,"Artifact Creature - Golem",,"mh2","239",common,c,Owned,,false,,,"xgeneric","",90859
"Frogmite",4,"Artifact Creature - Frog",,"mrd","172",common,c,Owned,,false,,,"wu-artifacts","",20247
"Solemn Simulacrum",4,"Artifact Creature - Golem",,"mrd","245",rare,c,Owned,,false,,,"xgeneric","",20209
"Psychosis Crawler",5,"Artifact Creature - Phyrexian Horror",,"mbs","126",rare,c,Owned,,false,,,"gu-draw","",39513
"Wurmcoil Engine",6,"Artifact Creature - Phyrexian Wurm",,"som","223",mythic,c,Owned,,false,,,"bg-aristocrats","",38185
"Accomplished Automaton",7,"Artifact Creature - Construct",,"kld","191",common,c,Owned,,false,,,"xgeneric","",61803
"Maelstrom Colossus",8,"Artifact Creature - Golem",,"cmr","322",common,c,Owned,,false,,,"xgeneric","",85426
"Bonesplitter",1,"Artifact - Equipment",,"mrd","146",common,c,Owned,,false,,,"xgeneric","",19829
"Wayfarer's Bauble",1,"Artifact",,"5dn","165",common,c,Owned,,false,,,"xgeneric","",20776
"Zephyr Boots",1,"Artifact - Equipment",,"stx","261",uncommon,c,Owned,,false,,,"xgeneric","",89029
"Andúril, Narsil Reforged",2,"Legendary Artifact - Equipment",,"ltc","491",rare,c,Owned,,false,,,"xgeneric","",120072
"Captain's Claws",2,"Artifact - Equipment",,"ogw","162",rare,c,Owned,,false,,,"xgeneric","",59591
"Cloak of the Bat",2,"Artifact - Equipment",,"clb","307",common,c,Owned,,false,,,"xgeneric","",100652
"Ecologist's Terrarium",2,"Artifact",,"neo","246",common,c,Owned,,false,,,"xgeneric","",97442
"Glamdring",2,"Legendary Artifact - Equipment",,"ltr","239",mythic,c,Owned,,false,,,"ur-instantsandsorc","",112388
"Mind Stone",2,"Artifact",,"wth","153",common,c,Owned,,false,,,"xgeneric","",9135
"Rogue's Gloves",2,"Artifact - Equipment",,"m15","227",uncommon,c,Owned,,false,,,"xgeneric","",53680
"Spawning Pit",2,"Artifact",,"dst","141",uncommon,c,Owned,,false,,,"bg-aristocrats","",20469
"Fodder Tosser",3,"Artifact",,"mh2","226",common,c,Owned,Non-foil,false,,,"br-madness","",90833
"Sword of Vengeance",3,"Artifact - Equipment",,"m11","216",rare,c,Owned,,false,,,"rw-equipments","",37430
"Hammer of Nazahn",4,"Legendary Artifact - Equipment",,"c17","51",rare,c,Owned,,false,,,"rw-equipments","",73874
"Seer's Sundial",4,"Artifact",,"wwk","130",rare,c,Owned,,false,,,"rg-landfall","",35733
"The Mightstone and Weakstone",5,"Legendary Artifact - Powerstone",,"bro","238a",rare,c,Owned,,false,,,"wu-artifacts","",105100
"Chrome Courier",3,"Artifact Creature - Thopter",UW,"mh2","190",common,m,Owned,,false,,,"wu-artifacts","",90757
"Urza, Lord Protector",3,"Legendary Creature - Human Artificer",UW,"bro","225",mythic,m,Owned,,false,,,"wu-artifacts","",105072
"Ethersworn Sphinx",9,"Artifact Creature - Sphinx",UW,"mh2","195",uncommon,m,Owned,,false,,,"wu-artifacts","",90767
"Aven Heartstabber",2,"Creature - Bird Assassin",BU,"snc","166",rare,m,Owned,,false,,,"ub-selfmill","",98551
"Devourer of Memory",2,"Creature - Nightmare",BU,"thb","213",uncommon,m,Owned,,false,,,"ub-selfmill","",79550
"Tainted Indulgence",2,"Instant",BU,"snc","227",uncommon,m,Owned,,false,,,"ub-selfmill","",98673
"Tribute to Urborg",2,"Instant",BU,"dmu","113",common,m,Owned,,false,,,"ub-selfmill","",102702
"Ashiok, Dream Render",3,"Legendary Planeswalker - Ashiok",BU,"war","228",uncommon,m,Owned,,false,,,"ub-selfmill","",72062
"Azra Oddsmaker",3,"Creature - Azra Warrior",BR,"bbd","75",uncommon,m,Owned,Non-foil,false,,,"br-madness","",68878
"Chainer, Nightmare Adept",4,"Legendary Creature - Human Minion",BR,"c19","39",mythic,m,Owned,,false,,,"br-madness","",77132
"Terminal Agony",4,"Sorcery",BR,"mh2","215",common,m,Owned,Non-foil,false,,,"br-madness","",90811
"Brushfire Elemental",2,"Creature - Elemental",GR,"znr","221",uncommon,m,Owned,,false,,,"rg-landfall","",83437
"Stump Stomp",2,"Sorcery",GR,"mh3","259",uncommon,m,Owned,,false,,,"rg-landfall","",126581
"Rulik Mons, Warren Chief",4,"Legendary Creature - Goblin",GR,"dmu","217",uncommon,m,Owned,,false,,,"rg-landfall","",102910
"Road // Ruin",6,"Instant",GR,"mh2","212",uncommon,m,Owned,,false,,,"rg-landfall","",90805
"Arcus Acolyte",2,"Creature - Human Cleric Archer",GW,"mh2","185",uncommon,m,Owned,,false,,,"gw-1/1counters","",90747
"Captured by Lagacs",3,"Enchantment - Aura",GW,"mh2","188",common,m,Owned,,false,,,"gw-1/1counters","",90753
"Assure // Assemble",8,"Instant",GW,"grn","221",rare,m,Owned,,false,,,"gw-1/1counters","",69819
"Priest of Fell Rites",2,"Creature - Human Warlock",BW,"mh2","208",rare,m,Owned,,false,,,"wb-reanimator","",90793
"Breathless Knight",3,"Creature - Spirit Knight",BW,"mh2","187",common,m,Owned,,false,,,"wb-reanimator","",90751
"Sorin, Vengeful Bloodlord",4,"Legendary Planeswalker - Sorin",BW,"war","217",rare,m,Owned,,false,,,"wb-reanimator","",72040
"Debtors' Knell",7,"Enchantment",BW,"gpt","141",rare,m,Owned,,false,,,"wb-reanimator","",23805
"Balmor, Battlemage Captain",2,"Legendary Creature - Bird Wizard",RU,"dmu","196",uncommon,m,Owned,Non-foil,false,,,"ur-instantsandsorc","",102868
"Ghitu Amplifier",2,"Creature - Human Wizard",RU,"dmu","127",common,m,Owned,Non-foil,false,,,"ur-instantsandsorc","",102730
"Goblin Electromancer",2,"Creature - Goblin Wizard",RU,"ddj","3",common,m,Owned,Non-foil,false,,,"ur-instantsandsorc","",46127
"Najal, the Storm Runner",5,"Legendary Creature - Efreet Wizard",RU,"dmu","208",uncommon,m,Owned,Non-foil,false,,,"ur-instantsandsorc","",102892
"Ravenous Squirrel",1,"Creature - Squirrel",BG,"mh2","211",uncommon,m,Owned,Non-foil,false,,,"bg-aristocrats","",90799
"Wight of the Reliquary",2,"Creature - Zombie Knight",BG,"mh3","207",rare,m,Owned,,false,,,"bg-aristocrats","",126433
"Deathreap Ritual",4,"Enchantment",BG,"cns","44",uncommon,m,Owned,Non-foil,false,,,"bg-aristocrats","",
"Savra, Queen of the Golgari",4,"Legendary Creature - Elf Shaman",BG,"rav","225",rare,m,Owned,,false,,,"bg-aristocrats","",23514
"Fighter Class",2,"Enchantment - Class",RW,"afr","222",rare,m,Owned,,false,,,"rw-equipments","",91946
"Kellan, the Fae-Blooded",3,"Legendary Creature - Human Faerie",RW,"woe","230",mythic,m,Owned,,false,,,"rw-equipments","",116824
"Sunforger",3,"Artifact - Equipment",RW,"rav","272",rare,m,Owned,,false,,,"rw-equipments","",23028
"Nahiri, Heir of the Ancients",4,"Legendary Planeswalker - Nahiri",RW,"znr","230",mythic,m,Owned,,false,,,"rw-equipments","",83455
"Growth Spiral",2,"Instant",GU,"rna","178",common,m,Owned,,false,,,"gu-draw","",71356
"Lorescale Coatl",3,"Creature - Snake",GU,"arb","101",uncommon,m,Owned,,false,,,"gu-draw","",32352
"Jolrael, Voice of Zhalfir",4,"Legendary Creature - Human Druid",GU,"mat","33",rare,m,Owned,,false,,,"gu-draw","",109188
"Manifestation Sage",4,"Creature - Human Wizard",GU,"stx","205",rare,m,Ordered,,false,,,"gu-draw","",88917
"Overbeing of Myth",5,"Creature - Spirit Avatar",GU,"eve","157",rare,m,Owned,,false,,,"gu-draw","",30016
"Razortide Bridge",0,"Artifact Land",UW,"mh2","252",common,l,Owned,Non-foil,false,,,"xlands","",90885
"Temple of Enlightenment",0,"Land",UW,"bng","163",rare,l,Owned,,false,,,"xlands","",51561
"Dismal Backwater",0,"Land",BU,"ktk","232",common,l,Owned,,false,,,"xlands","",54466
"Temple of Deceit",0,"Land",BU,"ths","225",rare,l,Owned,Non-foil,false,,,"xlands","",50264
"Bloodfell Caves",0,"Land",BR,"ktk","229",common,l,Owned,Non-foil,false,,,"xlands","",54468
"Temple of Malice",0,"Land",BR,"bng","164",rare,l,Owned,Non-foil,false,,,"xlands","",51563
"Rugged Highlands",0,"Land",GR,"ktk","240",common,l,Owned,Non-foil,false,,,"xlands","",54470
"Temple of Abandon",0,"Land",GR,"ths","224",rare,l,Owned,Non-foil,false,,,"xlands","",50266
"Blossoming Sands",0,"Land",GW,"ktk","231",common,l,Owned,Non-foil,false,,,"xlands","",54472
"Temple of Plenty",0,"Land",GW,"bng","165",rare,l,Owned,,false,,,"xlands","",51565
"Scoured Barrens",0,"Land",BW,"ktk","242",common,l,Owned,Non-foil,false,,,"xlands","",54070
"Temple of Silence",0,"Land",BW,"ths","227",rare,l,Owned,,false,,,"xlands","",50268
"Swiftwater Cliffs",0,"Land",RU,"ktk","243",common,l,Owned,Non-foil,false,,,"xlands","",54076
"Temple of Epiphany",0,"Land",RU,"jou","164",rare,l,Owned,Non-foil,false,,,"xlands","",51966
"Jungle Hollow",0,"Land",BG,"ktk","235",common,l,Owned,Non-foil,false,,,"xlands","",54072
"Temple of Malady",0,"Land",BG,"jou","165",rare,l,Owned,Non-foil,false,,,"xlands","",51968
"Temple of Triumph",0,"Land",RW,"ths","228",rare,l,Owned,Non-foil,false,,,"xlands","",50270
"Wind-Scarred Crag",0,"Land",RW,"ktk","247",common,l,Owned,Non-foil,false,,,"xlands","",54078
"Temple of Mystery",0,"Land",GU,"ths","226",rare,l,Owned,Non-foil,false,,,"xlands","",50272
"Thornwood Falls",0,"Land",GU,"ktk","244",common,l,Owned,Non-foil,false,,,"xlands","",54074
"Crawling Barrens",0,"Land",,"znr","262",rare,l,Owned,,false,,,"xlands","",83527
"Evolving Wilds",0,"Land",,"roe","228",common,l,Owned,Non-foil,false,,,"xlands","",36440
"Fabled Passage",0,"Land",,"eld","244",rare,l,Owned,,false,,,"xlands","",78634
"Maze of Ith",0,"Land",,"drk","117",uncommon,l,Owned,,false,,,"xlands","",
"Terramorphic Expanse",0,"Land",,"tsp","279",common,l,Owned,Non-foil,false,,,"xlands","",25785
"Thriving Bluff",0,"Land",R,"jmp","33",common,l,Owned,Non-foil,false,,,"xlands","",81813
"Thriving Grove",0,"Land",G,"jmp","34",common,l,Owned,Non-foil,false,,,"xlands","",81815
"Thriving Heath",0,"Land",W,"jmp","35",common,l,Owned,Non-foil,false,,,"xlands","",81817
"Thriving Isle",0,"Land",U,"jmp","36",common,l,Owned,Non-foil,false,,,"xlands","",81819
"Thriving Moor",0,"Land",B,"jmp","37",common,l,Owned,Non-foil,false,,,"xlands","",81821
